02/19/19|000066101|Bonner Lake|OZONE-8HR|PPB|38|8|Canadian Air and Precipitation Monitoring Network
02/19/19|000070119|Winnipeg_Ellens|OZONE-1HR|PPB|24|1|Manitoba Conservation Air Quality Section
02/19/19|000070119|Winnipeg_Ellens|PM10-24hr|UG/M3|5|24|Manitoba Conservation Air Quality Section
02/19/19|000070119|Winnipeg_Ellens|PM2.5-24hr|UG/M3|5.4|24|Manitoba Conservation Air Quality Section
02/19/19|000070203|Brandon|OZONE-1HR|PPB|45|1|Manitoba Conservation Air Quality Section
02/19/19|000070203|Brandon|PM10-24hr|UG/M3|2|24|Manitoba Conservation Air Quality Section
02/19/19|000070203|Brandon|PM2.5-24hr|UG/M3|7.4|24|Manitoba Conservation Air Quality Section
02/19/19|000070301|Flin Flon|PM10-24hr|UG/M3|2|24|Manitoba Conservation Air Quality Section
02/19/19|000080110|Regina|OZONE-1HR|PPB|39|1|Saskatchewan Environment
02/19/19|000080110|Regina|OZONE-8HR|PPB|36|8|Saskatchewan Environment
02/19/19|000080110|Regina|PM2.5-24hr|UG/M3|9.9|24|Saskatchewan Environment
02/19/19|000080211|Saskatoon|OZONE-1HR|PPB|38|1|Saskatchewan Environment
02/19/19|000080211|Saskatoon|OZONE-8HR|PPB|34|8|Saskatchewan Environment
02/19/19|000080211|Saskatoon|PM2.5-24hr|UG/M3|9.4|24|Saskatchewan Environment
02/19/19|000080402|PRINCE ALBERT|OZONE-1HR|PPB|35|1|Saskatchewan Environment
02/19/19|000080402|PRINCE ALBERT|OZONE-8HR|PPB|34|8|Saskatchewan Environment
02/19/19|000080402|PRINCE ALBERT|PM2.5-24hr|UG/M3|10.7|24|Saskatchewan Environment
02/19/19|000081001|SPEEDY CREEK|OZONE-1HR|PPB|40|1|Saskatchewan Environment
02/19/19|000081001|SPEEDY CREEK|OZONE-8HR|PPB|37|8|Saskatchewan Environment
02/19/19|000081001|SPEEDY CREEK|PM2.5-24hr|UG/M3|7.7|24|Saskatchewan Environment
02/19/19|000082001|Pinehouse Lake|OZONE-1HR|PPB|36|1|Canadian Air and Precipitation Monitoring Network
02/19/19|000082001|Pinehouse Lake|OZONE-8HR|PPB|32|8|Canadian Air and Precipitation Monitoring Network
02/19/19|000090120|Edmonton South|CO-8hr|PPM|0.88|1|Alberta Environmental Monitoring and Reporting Agency (AEMERA)
02/19/19|000090120|Edmonton South|OZONE-1HR|PPB|39|1|Alberta Environmental Monitoring and Reporting Agency (AEMERA)
02/19/19|000090120|Edmonton South|OZONE-8HR|PPB|35|8|Alberta Environmental Monitoring and Reporting Agency (AEMERA)
02/19/19|000090120|Edmonton South|PM2.5-24hr|UG/M3|8.7|24|Alberta Environmental Monitoring and Reporting Agency (AEMERA)
02/19/19|000090120|Edmonton South|SO2-24HR|PPB|0|24|Alberta Environmental Monitoring and Reporting Agency (AEMERA)
02/19/19|000090121|Edmonton East|CO-8hr|PPM|0.51|1|Alberta Environmental Monitoring and Reporting Agency (AEMERA)
02/19/19|000090121|Edmonton East|OZONE-1HR|PPB|36|1|Alberta Environmental Monitoring and Reporting Agency (AEMERA)
02/19/19|000090121|Edmonton East|OZONE-8HR|PPB|27|8|Alberta Environmental Monitoring and Reporting Agency (AEMERA)
02/19/19|000090121|Edmonton East|SO2-24HR|PPB|1|24|Alberta Environmental Monitoring and Reporting Agency (AEMERA)
02/19/19|000090130|Edmonton Central|CO-8hr|PPM|0.53|1|Alberta Environmental Monitoring and Reporting Agency (AEMERA)
02/19/19|000090130|Edmonton Central|OZONE-1HR|PPB|29|1|Alberta Environmental Monitoring and Reporting Agency (AEMERA)
02/19/19|000090130|Edmonton Central|OZONE-8HR|PPB|24|8|Alberta Environmental Monitoring and Reporting Agency (AEMERA)
02/19/19|000090130|Edmonton Central|PM2.5-24hr|UG/M3|8.1|24|Alberta Environmental Monitoring and Reporting Agency (AEMERA)
02/19/19|000090133|Edmonton Woodcroft|PM2.5-24hr|UG/M3|14.5|24|Alberta Environmental Monitoring and Reporting Agency (AEMERA)
02/19/19|000090222|Calgary Northwest|CO-8hr|PPM|0.17|1|Alberta Environmental Monitoring and Reporting Agency (AEMERA)
02/19/19|000090222|Calgary Northwest|OZONE-1HR|PPB|47|1|Alberta Environmental Monitoring and Reporting Agency (AEMERA)
02/19/19|000090222|Calgary Northwest|OZONE-8HR|PPB|42|8|Alberta Environmental Monitoring and Reporting Agency (AEMERA)
02/19/19|000090222|Calgary Northwest|PM2.5-24hr|UG/M3|5.5|24|Alberta Environmental Monitoring and Reporting Agency (AEMERA)
02/19/19|000090228|Calgary Central2|CO-8hr|PPM|0.33|1|Alberta Environmental Monitoring and Reporting Agency (AEMERA)
02/19/19|000090228|Calgary Central2|OZONE-1HR|PPB|41|1|Alberta Environmental Monitoring and Reporting Agency (AEMERA)
02/19/19|000090228|Calgary Central2|OZONE-8HR|PPB|30|8|Alberta Environmental Monitoring and Reporting Agency (AEMERA)
02/19/19|000090228|Calgary Central2|PM2.5-24hr|UG/M3|7.1|24|Alberta Environmental Monitoring and Reporting Agency (AEMERA)
02/19/19|000090302|RED DEER RIVERSIDE D|OZONE-1HR|PPB|35|1|Alberta Environmental Monitoring and Reporting Agency (AEMERA)
02/19/19|000090302|RED DEER RIVERSIDE D|PM2.5-24hr|UG/M3|14.8|24|Alberta Environmental Monitoring and Reporting Agency (AEMERA)
02/19/19|000090402|Medicine Hat - Cresc|OZONE-1HR|PPB|45|1|Alberta Environmental Monitoring and Reporting Agency (AEMERA)
02/19/19|000090402|Medicine Hat - Cresc|OZONE-8HR|PPB|43|8|Alberta Environmental Monitoring and Reporting Agency (AEMERA)
02/19/19|000090402|Medicine Hat - Cresc|PM2.5-24hr|UG/M3|3.8|24|Alberta Environmental Monitoring and Reporting Agency (AEMERA)
02/19/19|000090502|Lethbridge|OZONE-1HR|PPB|42|1|Alberta Environmental Monitoring and Reporting Agency (AEMERA)
02/19/19|000090502|Lethbridge|OZONE-8HR|PPB|40|8|Alberta Environmental Monitoring and Reporting Agency (AEMERA)
02/19/19|000090502|Lethbridge|PM2.5-24hr|UG/M3|3.9|24|Alberta Environmental Monitoring and Reporting Agency (AEMERA)
02/19/19|000090601|Fort Saskatchewan|OZONE-1HR|PPB|40|1|Alberta Environmental Monitoring and Reporting Agency (AEMERA)
02/19/19|000090601|Fort Saskatchewan|PM2.5-24hr|UG/M3|15.1|24|Alberta Environmental Monitoring and Reporting Agency (AEMERA)
02/19/19|000090606|Bruderheim|OZONE-1HR|PPB|36|1|Alberta Environmental Monitoring and Reporting Agency (AEMERA)
02/19/19|000090606|Bruderheim|OZONE-8HR|PPB|30|8|Alberta Environmental Monitoring and Reporting Agency (AEMERA)
02/19/19|000090606|Bruderheim|PM2.5-24hr|UG/M3|11.9|24|Alberta Environmental Monitoring and Reporting Agency (AEMERA)
02/19/19|000090606|Bruderheim|SO2-24HR|PPB|2|24|Alberta Environmental Monitoring and Reporting Agency (AEMERA)
02/19/19|000090701|Athabasca Valley|OZONE-1HR|PPB|34|1|Alberta Environmental Monitoring and Reporting Agency (AEMERA)
